STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00024231,1938,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,286.3,,286.3,0,120,0,68,0,5,0,0,,2,0,0,0,36,0,0,0,151,0,31,0,,,,,,,-6.1,"0,1213, ",0," ,0,1231,+",58," ,0,0329, ",52.3," ,0,0206, ",40,"0,0721,+",-0.6,"0,1017",-3.3,"0,1121",-4.4,"0,1123",,,,,-0.6,"0,0401",-2.2,"0,0217",,,,,,,2120.4,4,2120.4,0,861.2," ,0",155," ,0",12.75,0,18.8,0,6.7,0,,,,,,,,
USW00024231,1939,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,261.7,,261.7,0,112,0,61,0,2,0,1,,1,0,0,0,24,0,0,0,159,0,26,0,,,,,,,-3.9,"0,0220, ",51," ,0,0207, ",69," ,0,0207, ",65.5," ,0,1210, ",40,"0,0802,+",0,"0,1110",,,,,,,,,-1.1,"0,0314",-3.9,"0,0220",,,,,,,2287.4,4,2287.4,0,670.1," ,0",85," ,0",13.11,0,19.38,0,6.85,0,,,,,,,,
USW00024231,1940,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,292.7,,292.7,0,136,0,86,0,7,0,0,,0,0,0,0,22,0,0,0,159,0,17,0,,,,,,,-8.3,"0,1214, ",0," ,0,1231,+",0," ,0,1231,+",48.5," ,0,1226, ",38.9,"0,0611, ",0,"0,1104",-2.2,"0,1210",-5,"0,1212",-7.8,"0,1213",,,0,"0,0310",-3.3,"0,0117",-4.4,"0,0116",,,,,1974.4,4,1974.4,0,938.5," ,0",0," ,0",13.67,0,19.54,0,7.8,0,,,,,,,,
USW00024231,1941,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,217.6,,217.6,0,149,0,82,0,4,0,1,,1,0,0,0,17,0,0,0,137,0,16,0,,,,,,,-3.9,"0,1231, ",25," ,0,1227, ",97," ,0,1227, ",51.1," ,0,1114, ",39.4,"0,0716, ",0,"0,1120",-2.2,"0,1125",,,,,,,-1.7,"0,0314",,,,,,,,,2005.9,9,2005.9,0,871.7," ,0",97," ,0",13.24,0,19.04,0,7.43,0,,,,,,,,
USW00024231,1942,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,263.6,,263.6,0,138,0,76,0,6,0,0,,0,0,0,0,24,0,0,0,144,0,26,0,,,,,,,-8.3,"0,0101, ",0,"T,0,1205,+",0,"T,0,1205,+",54.1," ,0,1230, ",41.1,"0,0702,+",0,"0,1119",,,,,,,,,-1.7,"0,0324",-2.2,"0,0219",-7.8,"0,0102",-7.8,"0,0102",,,2323.5,5,2323.5,0,967.4," ,0",0,"T,0",12.87,0,18.73,0,7.01,0,,,,,,,,
USW00024231,1943,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,169.8,,169.8,0,121,0,71,0,4,0,0,,1,0,0,0,36,0,1,0,144,0,15,0,,,,,,,-9.4,"0,0118, ",0,"T,0,0314,+",46," ,0,0119, ",63.2," ,0,0120, ",37.8,"0,0923, ",0,"0,1205",-2.2,"0,1210",,,,,,,-0.6,"0,0426",-2.2,"0,0320",-4.4,"0,0124",-9.4,"0,0118",-9.4,"0,0118",2190.4,4,2190.4,0,787.7," ,0",85," ,0",12.53,0,18.5,0,6.57,0,,,,,,,,
USW00024231,1944,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,205.4,,205.4,0,115,0,61,0,0,0,0,,0,0,0,0,39,0,0,0,143,0,22,0,,,,,,,-3.3,"0,0314,+",0," ,0,1231,+",0,"T,0,0104, ",23.9," ,0,0411, ",40,"0,0905, ",-0.6,"0,1114",,,,,,,,,0,"0,0328",-3.3,"0,0314",,,,,,,2399.5,5,2399.5,0,590.8," ,0",0,"T,0",12.31,0,18.2,0,6.42,0,,,,,,,,
USW00024231,1945,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,248.8,,248.8,0,154,0,91,0,5,0,0,,0,0,0,0,25,0,0,0,134,0,29,0,,,,,,,-5,"0,1214, ",0," ,0,1231,+",0,"T,0,0401,+",53.3," ,0,1118, ",37.8,"0,0821, ",0,"0,1212",-3.9,"0,1213",-5,"0,1214",,,,,-0.6,"0,0404",-2.2,"0,0127",,,,,,,2294.5,5,2294.5,0,970.4," ,0",0,"T,0",12.78,0,18.55,0,7.01,0,,,,,,,,
USW00024231,1946,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,186.3,,186.3,0,133,0,78,0,7,0,0,,0,0,0,0,32,0,0,0,134,0,21,0,,,,,,,-3.9,"0,0203,+",0," ,0,1231,+",0,"T,0,1120,+",51.8," ,0,1118, ",42.8,"0,0720, ",-0.6,"0,1016",-2.2,"0,1218",,,,,,,0,"0,0314",-3.9,"0,0203",,,,,,,2264.1,1,2264.1,0,793.4," ,0",0,"T,0",12.05,0,17.79,0,6.3,0,,,,,,,,
USW00024231,1947,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,115.6,,115.6,0,152,0,81,0,3,0,0,,0,0,0,0,22,0,0,0,138,0,9,0,,,,,,,-5.6,"0,0104, ",0,"T,0,0129,+",0,"T,0,0129,+",68.8," ,0,1015, ",35.6,"0,0921, ",0,"0,1121",-2.2,"0,1123",,,,,,,0,"0,0306",-3.9,"0,0116",-4.4,"0,0105",,,,,2367.1,1,2367.1,0,858.2," ,0",0,"T,0",12.67,0,18.17,0,7.16,0,,,,,,,,
USW00024231,1948,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,152.6,,152.6,0,152,0,89,0,7,0,0,,0,0,0,0,51,0,0,0,125,0,13,0,145, ,,,2, ,-5.6,"0,1224, ",0," ,0,1231,+",0,"T,0,1221,+",42.2," ,0,0221, ",36.7,"0,0912,+",-0.6,"0,1027",-3.3,"0,1108",-5.6,"0,1224",,,,,0,"0,0407",-2.2,"0,0212",-4.4,"0,0203",,,,,2478.4,4,2478.4,0,926.7," ,0",0,"T,0",11.44,0,16.77,0,6.12,0,,,,,,,,
USW00024231,1949,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,168.5,,168.5,0,116,0,57,0,3,0,1,,5,0,0,0,52,0,1,0,146,0,9,0,51, ,,,3, ,-11.7,"0,0111,+",51," ,0,0207, ",104," ,0,0207, ",37.8," ,0,0222, ",37.8,"0,0714, ",0,"0,1018",-2.8,"0,1019",,,,,,,-0.6,"0,0403",-3.9,"0,0213",-5,"0,0126",-9.4,"0,0125",-9.4,"0,0125",2539.5,5,2539.5,0,623.7," ,0",392," ,0",12.14,0,17.96,0,6.32,0,,,,,,,,
USW00024231,1950,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,254.9,,254.9,0,159,0,94,0,9,0,11,,7,0,0,0,34,0,1,0,138,0,20,0,12, ,,,,,-8.9,"0,0131, ",102," ,0,0201,+",140," ,0,0124, ",79.2," ,0,1028, ",38.3,"0,0816, ",-0.6,"0,1110",,,,,,,,,0,"0,0424",-3.3,"0,0312",-7.2,"0,0203",-7.2,"0,0203",-8.9,"0,0131",2472.3,3,2472.3,0,1180.7," ,0",595," ,0",12.69,0,18.34,0,7.04,0,,,,,,,,
USW00024231,1951,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,261.6,,261.6,0,124,0,75,0,5,0,3,,8,0,0,0,42,0,0,0,152,0,22,0,,,,,4, ,-8.9,"0,0130, ",76," ,0,0305, ",84," ,0,0305, ",42.7," ,0,1023, ",38.3,"0,0711, ",-1.1,"0,1117",-2.8,"0,1209",,,,,,,-0.6,"0,0421",-2.8,"0,0303",-6.1,"0,0131",-8.9,"0,0130",-8.9,"0,0130",2093.5,5,2093.5,0,953.9," ,0",491," ,0",12.83,0,18.92,0,6.73,0,,,,,,,,
USW00024231,1952,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,265,,265,0,117,0,74,0,5,0,0,,5,0,0,0,53,0,4,0,147,0,29,0,,,,,1, ,-6.1,"0,1128, ",0,"T,0,0218,+",56," ,0,0121, ",40.4," ,0,1204, ",38.9,"0,0902,+",0,"0,1116",-2.8,"0,1122",-5.6,"0,1124",,,,,0,"0,0420",-2.8,"0,0213",,,,,,,2384.2,2,2384.2,0,760.6," ,0",249," ,0",12.31,0,18.49,0,6.13,0,,,,,,,,
USW00024231,1953,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,127.6,,127.6,0,146,0,97,0,8,0,0,,2,0,0,0,47,0,0,0,120,0,14,0,,,,,,,-3.9,"0,0302,+",0," ,0,1231,+",61," ,0,0407, ",87.1," ,0,1122, ",37.2,"0,0811, ",-0.6,"0,1021",-2.2,"0,1226",,,,,,,-0.6,"0,0411",-2.2,"0,0305",,,,,,,2585.4,4,2585.4,0,1097.4," ,0",86," ,0",11.86,0,18.15,0,5.58,0,,,,,,,,
USW00024231,1954,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,35.1,,35.1,0,127,0,67,0,6,0,1,,5,0,0,0,78,0,1,0,119,0,1,0,,,,,,,-5.6,"0,0125, ",51," ,0,0117, ",122," ,0,0125, ",36.1," ,0,0115, ",32.2,"0,0517, ",0,"0,0930",-3.3,"0,1024",-4.4,"0,1129",,,,,0,"0,0527",-3.3,"0,0501",-4.4,"0,0313",,,,,2461.7,7,2461.7,0,758.9," ,0",355," ,0",11.13,0,17.76,0,4.5,0,,,,,,,,
USW00024231,1955,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,112.2,,112.2,0,149,0,77,0,8,0,2,,2,0,0,0,75,0,0,0,125,0,15,0,,,,,,,-9.4,"0,1115, ",51," ,0,1114, ",84," ,0,1113, ",77.5," ,0,1225, ",38.9,"0,0904, ",-1.1,"0,1112",-8.3,"0,1113",-8.3,"0,1113",-8.3,"0,1113",-9.4,"0,1115",0,"0,0513",-2.8,"0,0427",-6.7,"0,0320",-6.7,"0,0320",,,2875.6,6,2875.6,0,967.1," ,0",152," ,0",10.78,0,17.12,0,4.44,0,,,,,,,,
USW00024231,1956,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,139.2,,139.2,0,128,0,77,0,7,0,7,,2,0,0,0,74,0,0,0,133,0,21,0,,,,,,,-10.6,"0,0216, ",152," ,0,0107, ",203," ,0,0106, ",74.7," ,0,0220, ",38.3,"0,0718, ",0,"0,1113",-4.4,"0,1120",-4.4,"0,1120",,,,,0,"0,0430",-5,"0,0312",-5,"0,0312",-7.2,"0,0306",-10.6,"0,0216",2700.3,3,2700.3,0,946.5," ,0",432," ,0",11.15,0,17.6,0,4.71,0,,,,,,,,
USW00024231,1957,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,88.9,,88.9,0,139,0,82,0,3,0,8,,3,0,0,0,55,0,4,0,141,0,12,0,,,,,,,-12.8,"0,0129,+",51," ,0,0125, ",58," ,0,0125, ",58.2," ,0,1220, ",36.7,"0,0922, ",-1.1,"0,1101",-2.2,"0,1102",-4.4,"0,1103",,,,,-1.7,"0,0407",-3.3,"0,0210",-10.6,"0,0130",-10.6,"0,0130",-10.6,"0,0130",2611,0,2611,0,913.5," ,0",143," ,0",11.7,0,18.01,0,5.4,0,,,,,,,,
USW00024231,1958,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,291.6,,291.6,0,130,0,79,0,5,0,0,,0,0,0,0,29,0,0,0,156,0,41,0,,,,,,,-3.3,"0,1116,+",0," ,0,1231,+",0,"T,0,0308, ",66.8," ,0,0224, ",40,"0,0727, ",0,"0,1114",-3.3,"0,1115",,,,,,,-0.6,"0,0513",-2.8,"0,0307",,,,,,,2303.5,5,2303.5,0,966.9," ,0",0,"T,0",13.36,0,19.97,0,6.76,0,,,,,,,,
USW00024231,1959,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,177.1,,177.1,0,110,0,62,0,4,0,2,,1,0,0,0,66,0,0,0,136,0,25,0,,,,,,,-6.1,"0,0103, ",51," ,0,0215, ",66," ,0,0215, ",54.4," ,0,0214, ",38.9,"0,0718, ",0,"0,1029",-2.2,"0,1105",-5,"0,1114",,,,,-0.6,"0,0416",-2.2,"0,0407",-5.6,"0,0104",,,,,2258.5,5,2258.5,0,660.9," ,0",84," ,0",11.89,0,18.64,0,5.14,0,,,,,,,,
USW00024231,1960,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,216.9,,216.9,0,142,0,77,0,4,0,0,,0,0,0,0,51,0,0,0,149,0,27,0,,,,,,,-8.9,"0,0228, ",0,"T,0,0102, ",13," ,0,1231,+",58.2," ,0,1123, ",39.4,"0,0807,+",0,"0,1010",-2.2,"0,1104",,,,,,,0,"0,0424",-3.9,"0,0301",-8.3,"0,0229",-8.3,"0,0229",-8.9,"0,0228",2528.5,5,2528.5,0,917.6," ,0",36," ,0",12.19,0,18.88,0,5.5,0,,,,,,,,
USW00024231,1961,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,256.6,,256.6,0,140,0,85,0,7,0,4,,2,0,0,0,42,0,1,0,137,0,31,0,,,,,,,-7.2,"0,1211,+",203," ,0,1124, ",191," ,0,1123, ",98.8," ,0,0210, ",41.1,"0,0711, ",-0.6,"0,1020",-3.3,"0,1115",-6.1,"0,1116",-7.2,"0,1117",,,0,"0,0425",-2.2,"0,0122",-5,"0,0104",,,,,2337,0,2337,0,1049.9," ,0",275," ,0",12.31,0,18.85,0,5.76,0,,,,,,,,
USW00024231,1962,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,156.6,,156.6,0,127,0,63,0,3,0,7,,1,0,1,0,50,0,3,0,137,0,23,0,,,,,,,-18.3,"0,0122, ",203," ,0,0120, ",191," ,0,0119, ",36.8," ,0,1202, ",38.3,"0,0727, ",0,"0,1127",-2.8,"0,1128",-5,"0,1224",-7.8,"0,1225",,,0,"0,0411",-8.9,"0,0227",-8.9,"0,0227",-8.9,"0,0227",-8.9,"0,0227",2692.8,8,2692.8,0,717.8," ,0",191," ,0",11.9,0,18.56,0,5.24,0,,,,,,,,
USW00024231,1963,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,156.3,,156.3,0,145,0,75,0,5,0,2,,2,0,0,0,51,0,1,0,139,0,19,0,,,,,,,-13.9,"0,0112, ",25," ,0,0130,+",25," ,0,0129,+",34.8," ,0,1108, ",37.2,"0,0908, ",-1.1,"0,1026",-2.8,"0,1210",-6.7,"0,1211",-6.7,"0,1211",,,-1.7,"0,0420",-2.8,"0,0313",-6.7,"0,0128",-6.7,"0,0128",-11.1,"0,0113",2451.5,5,2451.5,0,809," ,0",50," ,0",12.01,0,18.25,0,5.77,0,,,,,,,,
USW00024231,1964,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,129.6,,129.6,0,138,0,86,0,9,0,2,,1,0,0,0,58,0,1,0,150,0,17,0,,,,,,,-8.3,"0,1217, ",76," ,0,1231, ",102," ,0,1230, ",80," ,0,0119, ",36.1,"0,0824,+",-2.2,"0,1115",-2.2,"0,1115",-5.6,"0,1216",-8.3,"0,1217",,,-0.6,"0,0502",-2.2,"0,0228",-5,"0,0227",,,,,2532.4,4,2532.4,0,1095.9," ,0",161," ,0",11.56,0,17.91,0,5.22,0,,,,,,,,
USW00024231,1965,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.7,7,2381.7,0,,,,,,,,,,,,,,,,,,
USW00024231,1998,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,319.9,,319.9,W,,,,,,,,,,,0,W,14,W,4,W,129,W,32,W,,,,,,,-12.8,"W,1221, ",,,,,,,41.7,"W,0727, ",-1.1,"W,1204",-4.4,"W,1219",-4.4,"W,1219",-11.1,"W,1220",-11.1,"W,1220",0,"M,0330",,,,,,,,,2206.2,2,2206.2,W,,,,,13.08,W,18.45,W,7.72,W,,,,,,,,
USW00024231,1999,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.7,W,233.5,,233.5,W,159,W,75,W,3,W,,,,,0,W,26,W,0,W,137,W,22,W,,,,,,,-1.7,"W,0201,+",,,,,35.3," ,W,0218, ",35.6,"W,0913, ",0,"W,1226",,,,,,,,,-0.6,"W,0402",,,,,,,,,2393.6,6,2393.6,W,732.3," ,W",,,12.62,W,18.25,W,6.98,W,240,W,250,W,11.6,W,16.5,W
USW00024231,2000,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,W,261.9,,261.9,W,154,W,62,W,5,W,,,,,0,W,17,W,0,W,145,W,21,W,,,,,,,-1.7,"W,0130,+",,,,,52.1," ,W,0110, ",36.7,"W,0627, ",-1.1,"W,1111",,,,,,,,,0,"W,0330",,,,,,,,,2123,0,2123,W,753.9," ,W",,,12.88,W,18.44,W,7.32,W,170,W,230,W,12.5,W,19.2,W
USW00024231,2001,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,W,258.3,,258.3,W,148,W,74,W,1,W,,,,,0,W,28,W,0,W,147,W,18,W,,,,,,,-3.9,"W,0117, ",,,,,36.3," ,W,1128, ",37.8,"W,0809, ",-1.1,"W,1107",,,,,,,,,0,"W,0312",-3.3,"W,0208",,,,,,,2314.9,9,2314.9,W,658.5," ,W",,,12.86,W,18.82,W,6.9,W,230,W,180,W,13.4,W,103.7,W
USW00024231,2002,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.6,W,323,,323,W,126,W,55,W,6,W,,,,,0,W,32,W,0,W,149,W,32,W,,,,,,,-6.7,"W,1101, ",,,,,42.7," ,W,1230, ",41.7,"W,0813, ",-2.2,"W,1030",-2.2,"W,1030",-6.1,"W,1031",-6.7,"W,1101",,,-2.2,"W,0318",-2.2,"W,0318",,,,,,,2198.9,9,2198.9,W,680.7," ,W",,,13.11,W,19.32,W,6.9,W,130,W,230,W,11.2,W,17.4,W
USW00024231,2003,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,W,427.1,,427.1,W,150,W,79,W,3,W,,,,,0,W,19,W,0,W,150,W,42,W,,,,,,,-4.4,"W,1101, ",,,,,72.6," ,W,1213, ",40.6,"W,0729,+",-2.2,"W,1031",-2.2,"W,1031",-4.4,"W,1101",,,,,-1.1,"W,0226",-3.9,"W,0225",,,,,,,2078.2,2,2078.2,W,818.7," ,W",,,13.74,W,19.57,W,7.9,W,150,W,220,W,11.6,W,15.6,W
USW00024231,2004,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.4,W,307.3,,307.3,W,130,W,70,W,5,W,,,,,0,W,17,W,0,W,153,W,27,W,,,,,,,-1.1,"W,1231,+",,,,,42.9," ,W,1206, ",40,"W,0723, ",0,"W,1105",,,,,,,,,0,"W,0213",,,,,,,,,2014.5,5,2014.5,W,702.1," ,W",,,13.41,W,19.07,W,7.75,W,250,W,180,W,13,W,17.9,W
