STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00024221,1953,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,73.9,,73.9,0,161,0,102,0,8,0,0,,0,0,0,0,34,0,0,0,107,0,11,0,132, ,,,10, ,-3.3,"0,0302, ",0,"T,0,0301, ",0,"T,0,1220,+",69.1," ,0,1219, ",35,"0,0811, ",-0.6,"0,1023",-2.2,"0,1230",,,,,,,-1.7,"0,0408",-2.8,"0,0402",,,,,,,2666,0,2666,0,1246.8," ,0",0,"T,0",11.55,0,17.33,0,5.77,0,,,,,,,,,,,,,,,,
USW00024221,1954,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,10.1,,10.1,0,138,0,83,0,5,0,4,,5,0,0,0,76,0,0,0,103,0,0,0,86, ,,,3, ,-6.7,"0,0120, ",51," ,0,0116, ",76," ,0,0125,+",67.6," ,0,0127, ",30,"0,0801, ",-1.1,"0,1001",-3.3,"0,1026",-4.4,"0,1218",,,,,-2.2,"0,0501",-2.2,"0,0501",-6.7,"0,0120",-6.7,"0,0120",,,2672.8,8,2672.8,0,961.6," ,0",310," ,0",10.57,0,16.44,0,4.7,0,,,,,,,,,,,,,,,,
USW00024221,1955,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,57.2,,57.2,0,148,0,87,0,11,0,2,,1,0,0,0,66,0,4,0,100,0,7,0,,,,,,,-10,"0,1115, ",127," ,0,1117, ",112," ,0,1116, ",91.9," ,0,1009, ",36.1,"0,0905,+",-0.6,"0,1111",-6.7,"0,1113",-6.7,"0,1113",-6.7,"0,1113",-10,"0,1115",0,"0,0531",-3.9,"0,0320",-5,"0,0305",,,,,2997.3,3,2997.3,0,1259.9," ,0",166," ,0",10.04,0,15.67,0,4.42,0,,,,,,,,,,,,,,,,
USW00024221,1956,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,95.7,,95.7,0,129,0,86,0,9,0,8,,6,0,0,0,62,0,5,0,116,0,10,0,64, ,,,,,-8.9,"0,0216,+",102," ,0,1206, ",102," ,0,1206, ",52.8," ,0,0220, ",37.8,"0,0719,+",-1.1,"0,1118",-3.9,"0,1120",-4.4,"0,1127",,,,,-0.6,"0,0406",-3.9,"0,0312",-6.7,"0,0306",-6.7,"0,0306",-8.9,"0,0216",2912.8,8,2912.8,0,1028.3," ,0",273," ,0",10.67,0,16.5,0,4.84,0,,,,,,,,,,,,,,,,
USW00024221,1957,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,50.9,,50.9,0,141,0,91,0,8,0,8,,2,0,1,0,60,0,7,0,129,0,6,0,120, ,,,6, ,-20,"0,0127, ",178," ,0,0126, ",114," ,0,0125, ",82.3," ,0,1219, ",35,"0,0913, ",-1.1,"0,1021",-4.4,"0,1104",-4.4,"0,1104",,,,,-0.6,"0,0407",-2.2,"0,0326",-15,"0,0130",-15,"0,0130",-15,"0,0130",2798.8,8,2798.8,0,1121.8," ,0",200," ,0",11.08,0,17,0,5.16,0,,,,,,,,,,,,,,,,
USW00024221,1958,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,236.3,,236.3,0,141,0,89,0,5,0,0,,0,0,0,0,37,0,0,0,147,0,31,0,137, ,,,13, ,-5.6,"0,1128,+",0," ,0,1231,+",0,"T,0,1114,+",68.6," ,0,0215, ",40,"0,0727, ",-0.6,"0,1021",-2.2,"0,1115",-4.4,"0,1116",,,,,-1.7,"0,0316",-2.8,"0,0306",,,,,,,2426,0,2426,0,1127.2," ,0",0,"T,0",12.77,0,18.91,0,6.64,0,,,,,,,,,,,,,,,,
USW00024221,1959,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,111.9,,111.9,0,122,0,70,0,6,0,2,,1,0,0,0,52,0,3,0,114,0,13,0,108, ,,,1, ,-7.2,"0,1114,+",25," ,0,0106,+",30," ,0,0104, ",76.2," ,0,0111, ",36.7,"0,0730,+",-2.2,"0,1030",-2.2,"0,1030",-7.2,"0,1114",-7.2,"0,1114",,,0,"0,0415",-2.2,"0,0314",-5,"0,0212",-7.2,"0,0104",,,2438.6,6,2438.6,0,836.9," ,0",30," ,0",11.42,0,17.31,0,5.52,0,,,,,,,,,,,,,,,,
USW00024221,1960,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,121.5,,121.5,0,143,0,98,0,8,0,1,,2,0,0,0,58,0,3,0,132,0,17,0,132, ,,,8, ,-6.7,"0,0229,+",102," ,0,0303, ",74," ,0,0302, ",106.2," ,0,1124, ",37.8,"0,0706, ",0,"0,1010",-2.2,"0,1109",-5,"0,1207",,,,,-1.1,"0,0423",-3.3,"0,0303",-4.4,"0,0301",-6.7,"0,0229",,,2724.1,1,2724.1,0,1196.1," ,0",99," ,0",11.13,0,17.21,0,5.04,0,,,,,,,,,,,,,,,,
USW00024221,1961,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,159.1,,159.1,0,148,0,100,0,12,0,2,,2,0,0,0,46,0,1,0,120,0,15,0,123, ,,,6, ,-6.7,"0,1211, ",51," ,0,1124, ",25," ,0,1124,+",98.3," ,0,0210, ",40.6,"0,0712, ",-1.1,"0,1008",-3.9,"0,1105",-5,"0,1116",-6.7,"0,1211",,,0,"0,0423",-4.4,"0,0122",-4.4,"0,0122",,,,,2550.7,7,2550.7,0,1350," ,0",50," ,0",11.64,0,17.64,0,5.64,0,,,,,,,,,,,,,,,,
USW00024221,1962,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,76.1,,76.1,0,118,0,84,0,9,0,7,,2,0,0,0,53,0,5,0,112,0,12,0,129, ,,,,,-14.4,"0,0122, ",51," ,0,0124,+",51," ,0,0119, ",52.3," ,0,1125, ",35.6,"0,0727,+",0,"0,1017",-2.2,"0,1129",-6.7,"0,1225",-6.7,"0,1225",,,0,"0,0328",-2.2,"0,0313",-7.2,"0,0227",-7.2,"0,0227",-13.3,"0,0123",2854.7,7,2854.7,0,951.3," ,0",99," ,0",11.09,0,16.89,0,5.29,0,,,,,,,,,,,,,,,,
USW00024221,1963,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,116.9,,116.9,0,133,0,87,0,10,0,3,,2,0,0,0,48,0,4,0,123,0,10,0,138, ,,,10, ,-11.7,"0,0112, ",76," ,0,0130, ",51," ,0,0129, ",56.1," ,0,0329, ",35.6,"0,0908, ",0,"0,1019",-2.8,"0,1129",-5,"0,1211",,,,,-1.1,"0,0420",-2.2,"0,0313",-6.1,"0,0130",-6.7,"0,0127",-10.6,"0,0113",2662.7,7,2662.7,0,1056.6," ,0",99," ,0",11.53,0,17.06,0,5.99,0,,,,,,,,,,,,,,,,
USW00024221,1964,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,90.2,,90.2,0,138,0,97,0,17,0,5,,3,0,0,0,55,0,1,0,125,0,11,0,120, ,,,2, ,-12.2,"0,1217, ",152," ,0,1231, ",81," ,0,1229, ",95.8," ,0,0119, ",35.6,"0,0822, ",-0.6,"0,1026",-3.3,"0,1116",-11.1,"0,1216",-11.1,"0,1216",-11.1,"0,1216",-0.6,"0,0503",-3.9,"0,0227",,,,,,,2629.6,6,2629.6,0,1472.4," ,0",260," ,0",11.02,0,16.85,0,5.2,0,,,,,,,,,,,,,,,,
USW00024221,1965,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,136.5,,136.5,0,107,0,67,0,9,0,5,,3,0,0,0,27,0,3,0,123,0,17,0,116, ,65, ,4, ,-6.1,"0,1220, ",152," ,0,0101, ",124," ,0,0103, ",57.4," ,0,0127, ",37.2,"0,0731, ",-0.6,"0,1128",-3.3,"0,1214",-5.6,"0,1216",,,,,0,"0,0506",-2.8,"0,0319",,,,,,,2604.5,5,2604.5,0,895.5," ,0",245," ,0",11.81,0,17.53,0,6.08,0,180,X,,,,,,,16.1,X,,,,,,
USW00024221,1966,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,146.1,,146.1,0,118,0,77,0,11,0,1,,1,0,0,0,26,0,1,0,135,0,14,0,113, ,58, ,6, ,-3.9,"0,0119, ",51," ,0,0101, ",64," ,0,0301, ",98.3," ,0,0103, ",35.6,"0,0615, ",-1.1,"0,1014",,,,,,,,,-0.6,"0,0322",-2.2,"0,0216",,,,,,,2498.7,7,2498.7,0,1048.8," ,0",75," ,0",12.06,0,17.95,0,6.16,0,200,X,,,,,,,14.3,X,,,,,,
USW00024221,1967,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,256.3,,256.3,0,116,0,77,0,7,0,1,,1,0,0,0,26,0,0,0,133,0,30,0,113, ,53, ,2, ,-4.4,"0,1214,+",25," ,0,1218, ",28," ,0,1218, ",54.4," ,0,0119, ",37.2,"0,0815, ",-1.1,"0,1121",-2.2,"0,1212",-4.4,"0,1213",,,,,-1.1,"0,0428",-2.2,"0,0304",,,,,,,2439,0,2439,0,935.3," ,0",46," ,0",12.34,0,18.46,0,6.22,0,180,X,,,,,,,18.3,X,,,,,,
USW00024221,1968,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,142.5,,142.5,0,145,0,103,0,14,0,2,,3,0,0,0,38,0,1,0,119,0,18,0,156, ,62, ,6, ,-10.6,"0,1231, ",25," ,0,1231,+",43," ,0,0128, ",73.4," ,0,1204, ",37.2,"0,0731, ",0,"0,1216",-10,"0,1230",-10,"0,1230",-10,"0,1230",-10,"0,1230",0,"0,0418",-2.2,"0,0413",,,,,,,2347.1,1,2347.1,0,1437.3," ,0",149," ,0",12.04,0,17.87,0,6.21,0,200,X,,,,,,,14.3,X,,,,,,
USW00024221,1969,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,111.2,,111.2,0,124,0,84,0,14,0,20,,6,0,0,0,51,0,4,0,130,0,9,0,143, ,77, ,2, ,-17.2,"0,0128, ",864," ,0,0128, ",356," ,0,0125, ",65.3," ,0,1211, ",36.1,"0,0617, ",0,"0,1012",-2.2,"0,1130",,,,,,,0,"0,0325",-2.2,"0,0313",-17.2,"0,0128",-17.2,"0,0128",-17.2,"0,0128",2518.3,3,2518.3,0,1213.1," ,0",1197," ,0",11.49,0,17.22,0,5.76,0,160,X,,,,,,,16.5,X,,,,,,
USW00024221,1970,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,195.9,,195.9,0,128,0,96,0,12,0,0,,0,0,0,0,59,0,1,0,129,0,29,0,133, ,66, ,4, ,-6.1,"0,0106, ",0,"T,0,1220, ",5," ,0,0103, ",55.6," ,0,1230, ",37.2,"0,0811,+",-0.6,"0,1007",-4.4,"0,1121",-4.4,"0,1121",,,,,-0.6,"0,0417",-2.2,"0,0407",-6.1,"0,0106",,,,,2588.6,6,2588.6,0,1272.7," ,0",8," ,0",11.75,0,18.24,0,5.27,0,160,X,,,,,,,17.4,X,,,,,,
USW00024221,1971,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,133.5,,133.5,0,151,0,110,0,15,0,7,,5,0,0,0,64,0,0,0,115,0,14,0,138, ,53, ,1, ,-7.8,"0,0113, ",279," ,0,0114, ",185," ,0,0113, ",61.2," ,0,1126, ",38.3,"0,0811, ",-2.2,"0,1016",-2.2,"0,1016",-7.2,"0,1028",-7.2,"0,1028",,,0,"0,0401",-2.2,"0,0319",-6.1,"0,0301",-7.8,"0,0113",,,2823.7,7,2823.7,0,1541.3," ,0",643," ,0",10.48,0,16.3,0,4.65,0,210,X,,,,,,,19.7,X,,,,,,
USW00024221,1972,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,191.6,,191.6,0,148,0,98,0,15,0,13,,3,0,4,0,63,0,11,0,127,0,26,0,138, ,54, ,10, ,-21.7,"0,1210, ",178," ,0,1207, ",102," ,0,1205, ",108.2," ,0,0120, ",41.1,"0,0807, ",0,"0,0927",-6.7,"0,1204",-6.7,"0,1204",-6.7,"0,1204",-9.4,"0,1206",-1.7,"0,0430",-2.8,"0,0422",-6.1,"0,0203",-6.7,"0,0202",-9.4,"0,0129",2851.4,4,2851.4,0,1462.3," ,0",296," ,0",11.12,0,17.29,0,4.95,0,180,X,,,,,270,X,19.7,X,,,,,25.7,X
USW00024221,1973,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,123.9,,123.9,0,143,0,103,0,14,0,2,,2,0,0,0,47,0,3,0,118,0,16,0,130, ,52, ,1, ,-5.6,"0,0108, ",25," ,0,0110,+",38," ,0,1105, ",52.8," ,0,1115, ",37.2,"0,0714, ",-1.7,"0,1003",-3.9,"0,1102",,,,,,,0,"0,0407",-2.2,"0,0219",-5.6,"0,0108",,,,,2788.8,8,2788.8,0,1404.2," ,0",66," ,0",11.37,0,17.28,0,5.45,0,200,X,,,,,180,X,13,X,,,,,21.6,X
USW00024221,1974,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,232.8,,232.8,0,138,0,82,0,18,0,0,,0,0,0,0,26,0,2,0,139,0,29,0,116, ,47, ,3, ,-12.2,"0,0110,+",0,"T,0,0222,+",10," ,0,0222, ",120.4," ,0,0115, ",37.2,"0,0731, ",0,"0,1007",,,,,,,,,0,"0,0412",-2.2,"0,0308",-10.6,"0,0111",-10.6,"0,0111",-10.6,"0,0111",2509.7,7,2509.7,0,1442.4," ,0",10," ,0",12.68,0,18.62,0,6.74,0,180,X,,,,,180,X,16.5,X,,,,,26.7,X
USW00024221,1975,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,154.2,,154.2,0,153,0,97,0,9,0,4,,2,0,0,0,46,0,0,0,123,0,9,0,129, ,37, ,4, ,-5,"0,1212, ",51," ,0,0126, ",102," ,0,0125, ",72.4," ,0,1130, ",35.6,"0,0912,+",0,"0,1112",-5,"0,1212",-5,"0,1212",,,,,-0.6,"0,0428",-2.2,"0,0406",-4.4,"0,0221",,,,,2389.4,4,2389.4,0,1315.7," ,0",173," ,0",11.86,0,17.49,0,6.23,0,220,X,,,,,225,X,17.4,X,,,,,29.3,X
USW00024221,1976,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,118.3,,118.3,0,112,0,71,0,6,0,0,,1,0,0,0,66,0,0,0,126,0,15,0,156, ,86, ,2, ,-6.7,"0,0206, ",0," ,0,1231,+",25," ,0,0319, ",83.3," ,0,0107, ",35.6,"0,0715, ",-1.1,"0,1018",-2.8,"0,1126",-5,"0,1127",,,,,0,"0,0613",-3.3,"0,0312",-5,"0,0207",-6.7,"0,0206",,,2631.6,6,2631.6,0,884," ,0",33," ,0",11.22,0,17.58,0,4.85,0,200,X,,,,,225,X,14.8,X,,,,,21.6,X
USW00024221,1977,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,131.2,,131.2,0,140,0,90,0,10,0,0,,0,0,0,0,68,0,1,0,106,0,14,0,160, ,53, ,3, ,-9.4,"0,0109, ",0,"T,0,1122,+",5," ,0,1121, ",66.3," ,0,1213, ",38.9,"0,0812, ",0,"0,1103",-2.8,"0,1104",-4.4,"0,1118",,,,,0,"0,0529",-2.2,"0,0414",-5,"0,0130",-9.4,"0,0109",-9.4,"0,0109",2680.5,5,2680.5,0,1192.3," ,0",5," ,0",11.09,0,17.45,0,4.73,0,220,X,,,,,180,X,14.3,X,,,,,22.1,X
