STATION,DATE,MONTH,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG ADJ,,,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00267192,1966-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",25,",0",0,",0",6,",0",0,",0",0,0,0,0,-13.3,",0,04,",0,",,0,31,+",0,",T,0,13,",2.8,",,0,13,",27.2,",0,31,+",0,0,2711.5,0,363.1,",0",0,0,0,0,3.9,",,,0",0,",T,,0",6.62,,,,",0",16.36,",,,0",-3.12,",,,0",,
USC00267192,1966-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",17,",0",0,"1,0",19,"1,0",0,"1,0",0,0,0,0,-8.9,",0,27,",0,",,0,30,+",0,",,0,30,+",7.6,",,0,17,",29.4,"1,0,01,",163.2,"1,,,0",2936.2,0,224.7,"1,0",0,0,0,0,14.3,",,,0",0,",,,0",10.69,,,,"1,0",21.9,"1,,,0",-0.52,",,,0",2140,",,,0"
USC00267192,1966-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",20.8,0,20.8,"1,0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",3,",0",0,"1,0",29,"1,0",4,"1,0",0,0,0,0,-0.6,",0,15,+",0,",,0,31,+",0,",,0,31,+",3.3,",,0,10,",34.4,"1,0,26,",258.4,",,,0",2999.1,0,62.9,"1,0",0,0,0,0,4.9,",,,0",0,",,,0",17.07,,,,"1,0",28.1,"1,,,0",6.04,",,,0",2647,",,,0"
USC00267192,1966-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",66.4,0,45.6,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",30,",0",13,",0",0,0,0,0,-1.1,",0,02,",0,",,0,30,+",0,",,0,30,+",5.3,",,0,07,",35.6,",0,28,+",242.6,",,,0",3045.7,0,46.6,",0",0,0,0,0,7.7,",,,0",0,",,,0",18.3,,,,",0",29.63,",,,0",6.97,",,,0",2124,",,,0"
USC00267192,1966-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",179.4,0,113,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",21,",0",0,0,0,0,5.6,",0,03,",0,",,0,31,+",0,",,0,31,+",1,",,0,09,",40,",0,29,",321,",,,0",1.4,0,1.4,",0",0,0,0,0,1.3,",,,0",0,",,,0",21.93,,,,",0",33.92,",,,0",9.95,",,,0",2058,",,,0"
USC00267192,1966-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",329.1,0,149.7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",25,",0",0,0,0,0,2.8,",0,30,+",0,",,0,31,+",0,",,0,31,+",1,",,0,03,",38.9,",0,16,",286.2,",,,0",10.8,0,9.4,",0",0,0,0,0,1.5,",,,0",0,",,,0",22.86,,,,",0",34.77,",,,0",10.95,",,,0",1789,",,,0"
USC00267192,1966-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",356.6,0,27.5,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",29,",0",10,",0",0,0,0,0,-0.6,",0,11,",0,",,0,30,+",0,",,0,30,+",8.1,",,0,19,",35.6,",0,05,",193.1,",,,0",51.7,0,40.9,",0",0,0,0,0,9.4,",,,0",0,",,,0",17.89,,,,",0",29.63,",,,0",6.14,",,,0",,
USC00267192,1966-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",356.6,0,0,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",21,",0",0,",0",23,",0",0,",0",0,0,0,0,-9.4,",0,15,",0,",,0,31,+",0,",,0,31,+",0.3,",,0,23,+",28.3,",0,01,",0,0,283.5,0,231.8,",0",0,0,0,0,0.6,",,,0",0,",,,0",10.85,,,,",0",22.88,",,,0",-1.17,",,,0",,
USC00267192,1966-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",356.6,0,0,"1,0",9,",0",3,",0",0,",0",0,",0",0,",0",0,",0",20,",0",0,"1,0",3,"1,0",0,"1,0",0,0,0,0,-15,",0,25,",0,",,0,30,+",0,",,0,30,+",5.6,",,0,28,",23.3,"1,0,01,",0,0,635.6,0,352.1,"1,0",0,0,0,0,19.2,",,,0",0,",,,0",6.25,,,,"1,0",14.56,"1,,,0",-2.07,",,,0",,
USC00267192,1966-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",356.6,0,0,",0",11,",0",3,",0",0,",0",0,0,0,0,0,",0",29,",0",0,",0",0,",0",0,",0",0,0,0,0,-15.6,",0,28,+",0,0,0,0,10.2,",,0,06,",12.2,",0,01,",0,0,1197.7,0,562.1,",0",0,0,0,0,24.1,",,,0",0,0,0.2,,,,",0",6,",,,0",-5.6,",,,0",,
USC00267192,1967-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",7,",0",2,",0",0,",0",0,0,0,0,0,",0",26,",0",1,",0",0,",0",0,",0",0,0,0,0,-13.9,",0,02,",0,0,0,0,9.4,",,0,29,",12.8,",0,28,+",0,0,1727.5,0,529.8,",0",0,0,0,0,17.8,",,,0",0,0,1.24,,,,",0",7.72,",,,0",-5.23,",,,0",,
USC00267192,1967-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",4,",0",1,",0",0,",0",0,0,0,"3,0",0,",0",26,",0",0,",0",0,",0",0,",0",0,0,0,0,-12.8,",0,20,",0,0,0,"3,,0,28,+",3,",,0,25,",17.8,",0,24,+",0,0,2136.4,0,408.9,",0",0,0,0,0,4.1,",,,0",0,"3,,,0",3.73,,,,",0",12.88,",,,0",-5.42,",,,0",,
USC00267192,1967-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",8,",0",4,",0",0,",0",0,0,0,0,0,",0",25,",0",0,",0",0,",0",0,",0",0,0,0,0,-11.7,",0,05,",0,0,0,0,6.1,",,0,31,",18.9,",0,01,",0,0,2541.1,0,404.7,",0",0,0,0,0,24.2,",,,0",0,0,5.28,,,,",0",13.6,",,,0",-3.05,",,,0",,
USC00267192,1967-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",12,",0",4,",0",0,",0",0,0,0,0,0,",0",23,",0",0,",0",0,",0",0,",0",0,0,0,0,-7.2,",0,26,+",0,0,0,0,13.5,",,0,05,",16.1,",0,17,+",0,0,2943.1,0,402,",0",0,0,0,0,36.2,",,,0",0,0,4.93,,,,",0",12,",,,0",-2.13,",,,0",,
USC00267192,1967-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",15.6,0,15.6,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",12,",0",0,",0",22,",0",4,",0",0,0,0,0,-6.7,",0,01,",0,",,0,31,+",0,",,0,31,+",7.6,",,0,31,",35,",0,23,+",0,0,3099.7,0,156.6,",0",0,0,0,0,11.2,",,,0",0,",,,0",13.78,,,,",0",24.87,",,,0",2.7,",,,0",2879,",,,0"
USC00267192,1967-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",51.4,0,35.8,",0",10,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",24,",0",7,",0",0,0,0,0,1.1,",0,01,",0,",,0,30,+",0,",,0,30,+",21.1,",,0,01,",35,",0,30,",187.5,"3,,,0",3166.4,0,66.7,",0",12.18,"1,,,0",28.67,",,,0",55.5,",,,0",0,",,,0",17.3,,,,",0",26.5,",,,0",8.1,",,,0",2433,",,,0"
USC00267192,1967-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",212.1,0,160.7,",0",3,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",29,",0",0,0,0,0,7.2,",0,19,",0,",,0,31,+",0,",,0,31,+",50.8,",,0,16,",40,",0,02,",288,",,,0",0,0,0,",0",15.28,",,,0",32.91,",,,0",55.1,",,,0",0,",,,0",23.52,,,,",0",35.51,",,,0",11.52,",,,0",1721,",,,0"
USC00267192,1967-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",391,0,178.9,"1,0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",30,"1,0",29,"1,0",0,0,0,0,6.7,",0,29,",0,",,0,31,+",0,",,0,31,+",1,",,0,25,",38.3,"1,0,15,+",272.9,",,,0",0,0,0,"1,0",13.51,",,,0",35.26,",,,0",2,",,,0",0,",,,0",24.25,,,,"1,0",36.48,"1,,,0",12.03,",,,0",1606,",,,0"
USC00267192,1967-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",434.1,0,43.1,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",30,",0",8,",0",0,0,0,0,-2.2,",0,14,",0,",,0,30,+",0,",,0,30,+",5.6,",,0,05,",35,",0,03,+",202.6,",,,0",26.2,0,26.2,",0",11.48,",,,0",27.21,",,,0",6.4,",,,0",0,",,,0",18.9,,,,",0",30.22,",,,0",7.58,",,,0",2211,",,,0"
USC00267192,1967-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",434.1,0,0,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",20,",0",0,",0",26,",0",0,",0",0,0,0,0,-9.4,",0,29,",0,",,0,31,+",0,",,0,31,+",1,",,0,05,",29.4,",0,12,",0,0,256.8,0,230.6,",0",0,0,0,0,1.3,",,,0",0,",,,0",10.9,,,,",0",23.56,",,,0",-1.77,",,,0",1834,",,,0"
USC00267192,1967-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",434.1,0,0,",0",4,",0",2,",0",0,",0",1,"2,0",1,",0",0,",0",24,",0",0,",0",6,",0",0,",0",0,0,0,0,-12.8,",0,27,",51,"2,,0,29,",102,",,0,28,",13.2,",,0,19,",23.9,",0,01,",0,0,618.6,0,361.8,",0",0,0,0,0,20.2,",,,0",102,",,,0",6.27,,,,",0",15.91,",,,0",-3.36,",,,0",,
USC00267192,1967-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",434.1,0,0,",0",4,",0",1,",0",0,",0",5,",",0,0,1,",0",30,",0",4,",0",0,",0",0,",0",0,0,0,0,-20,",0,21,",51,",,0,19,",0,0,2.8,",,0,19,",12.8,",0,28,+",0,0,1257.1,0,638.5,",0",0,0,0,0,5.4,",,,0",0,0,-2.26,,,,",0",5.36,",,,0",-9.89,",,,0",,
USC00267192,1968-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",7,",0",3,",0",0,",0",3,",0",2,",0",3,",0",31,",0",1,",0",0,",0",0,",0",0,0,0,0,-18.3,",0,04,",102,",,0,31,",64,",,0,31,",5.1,",,0,31,",13.9,",0,25,+",0,0,1868,0,610.9,",0",0,0,0,0,16.8,",,,0",130,",,,0",-1.37,,,,",0",8.08,",,,0",-10.83,",,,0",,
USC00267192,1968-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",9,",0",2,",0",0,",0",1,",0",0,",0",0,",0",17,",0",0,",0",0,",0",0,",0",0,0,0,0,-15.6,",0,01,",51,",,0,01,",0,",,0,29,+",3.8,",,0,10,",19.4,",0,29,",0,0,2233.3,0,365.3,",0",0,0,0,0,14.9,",,,0",0,",,,0",5.74,,,,",0",13,",,,0",-1.53,",,,0",,
USC00267192,1968-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",6,",0",2,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",4,",0",0,",0",0,0,0,0,-11.7,",0,20,",0,",,0,31,+",0,",,0,31,+",2.5,",,0,09,+",26.1,",0,29,",0,0,2630.3,0,397,",0",0,0,0,0,7.9,",,,0",0,",,,0",5.53,,,,",0",16.08,",,,0",-5.03,",,,0",,
USC00267192,1968-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",21,",0",0,",0",9,",0",0,",0",0,0,0,0,-9.4,",0,22,+",0,",,0,30,+",0,",,0,30,+",3.3,",,0,06,",27.2,",0,29,",0,0,2949.5,0,319.2,",0",0,0,0,0,4.8,",,,0",0,",,,0",7.69,,,,",0",17.77,",,,0",-2.38,",,,0",,
USC00267192,1968-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",3.6,0,3.6,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",9,",0",0,",0",22,",0",2,",0",0,0,0,0,-6.1,",0,07,",0,",,0,31,+",0,",,0,31,+",3.8,",,0,14,",32.8,",0,28,",0,0,3093.5,0,144,",0",7.46,"1,,,0",24.19,"1,,,0",11.4,",,,0",0,",,,0",13.8,,,,",0",24.01,",,,0",3.6,",,,0",2425,",,,0"
USC00267192,1968-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",82.5,0,78.9,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",27,",0",14,",0",0,0,0,0,-0.6,",0,30,",0,",,0,30,+",0,",,0,30,+",9.1,",,0,06,",38.9,",0,26,",251.6,",,,0",3129.5,0,36,",0",12.14,",,,0",29.27,",,,0",18.6,",,,0",0,",,,0",19.76,,,,",0",30.61,",,,0",8.92,",,,0",2166,",,,0"
USC00267192,1968-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",264.9,0,182.4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",31,",0",0,0,0,0,5,",0,01,",0,",,0,31,+",0,",,0,31,+",2,",,0,07,",38.9,",0,28,+",289.5,",,,0",0,0,0,",0",15.05,",,,0",33.07,",,,0",2,",,,0",0,",,,0",24.22,,,,",0",35.97,",,,0",12.46,",,,0",1811,",,,0"
USC00267192,1968-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",327,0,62.1,",0",6,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",12,",0",0,0,0,0,1.7,",0,22,",0,",,0,31,+",0,",,0,31,+",16.5,",,0,13,",35,",0,08,+",0,0,51,0,51,",0",12.71,",,,0",26.42,",,,0",43.7,",,,0",0,",,,0",18.69,,,,",0",28.6,",,,0",8.78,",,,0",1925,",,,0"
USC00267192,1968-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",342.6,0,15.6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",4,",0",0,",0",28,",0",8,",0",0,0,0,0,-7.2,",0,21,",0,",,0,30,+",0,",,0,30,+",0.5,",,0,20,",34.4,",0,01,",186.3,",,,0",125.3,0,74.3,",0",9.19,",,,0",24.45,",,,0",0.5,",,,0",0,",,,0",16.38,,,,",0",28.51,",,,0",4.25,",,,0",1908,",,,0"
USC00267192,1968-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",342.6,0,0,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",20,",0",0,",0",18,",0",0,",0",0,0,0,0,-9.4,",0,31,+",0,",,0,31,+",0,",,0,31,+",5.6,",,0,14,",28.3,",0,03,",0,0,382,0,256.7,",0",0,0,0,0,5.9,",,,0",0,",,,0",10.05,,,,",0",21.54,",,,0",-1.43,",,,0",1992,",,,0"
USC00267192,1968-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",342.6,0,0,",0",13,",0",5,",0",0,",0",0,0,2,",0",0,",0",21,",0",0,",0",0,",0",0,",0",0,0,0,0,-11.7,",0,14,",0,0,102,",,0,15,",18,",,0,03,",17.8,",0,10,+",0,0,813.6,0,431.6,",0",0,0,0,0,39.4,",,,0",127,",,,0",3.95,,,,",0",10.08,",,,0",-2.18,",,,0",,
USC00267192,1968-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",342.6,0,0,",0",6,",0",2,",0",0,",0",4,",0",0,"4,0",0,",0",31,",0",3,",0",0,",0",0,",0",0,0,0,0,-16.1,",0,20,",102,",,0,01,",0,"4,,0,31,+",6.4,",,0,01,",12.8,",0,16,",0,0,1418,0,604.4,",0",0,0,0,0,12.7,",,,0",0,"4,,,0",-1.16,,,,",0",5.3,",,,0",-7.63,",,,0",,
USC00267192,1969-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",13,",0",6,",0",0,",0",4,"1,0",0,0,1,",0",27,",0",2,",0",0,",0",0,",0",0,0,0,0,-18.3,",0,29,",152,"1,,0,24,",0,0,13.5,",,0,21,",16.7,",0,07,",0,0,1950.8,0,532.8,",0",0,0,0,0,51.8,",,,0",0,0,1.15,,,,",0",7.76,",,,0",-5.47,",,,0",,
USC00267192,1969-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",12,",0",5,",0",0,",0",0,0,0,0,0,",0",27,",0",0,",0",0,",0",0,",0",0,0,0,0,-14.4,",0,25,",0,0,0,0,9.4,",,0,24,+",12.2,",0,10,",0,0,2461.6,0,510.8,",0",0,0,0,0,40.7,",,,0",0,0,0.09,,,,",0",6.21,",,,0",-6.03,",,,0",,
USC00267192,1969-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",5,",0",1,",0",0,",0",0,0,0,0,0,",0",28,",0",0,",0",5,",0",0,",0",0,0,0,0,-8.9,",0,09,",0,0,0,0,3,",,0,04,",23.9,",0,30,+",0,0,2909.5,0,447.9,",0",0,0,0,0,6.4,",,,0",0,0,3.88,,,,",0",12.28,",,,0",-4.51,",,,0",,
USC00267192,1969-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",20,",0",0,",0",13,",0",0,",0",0,0,0,0,-7.2,",0,27,",0,",,0,30,+",0,",,0,30,+",23.9,",,0,06,",28.3,",0,21,",0,0,3184.2,0,274.7,",0",0,0,0,0,32.4,",,,0",0,",,,0",9.18,,,,",0",19.4,",,,0",-1.05,",,,0",,
USC00267192,1969-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",14.7,0,14.7,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",28,",0",0,",0",0,0,0,0,-3.9,",0,03,",0,",,0,31,+",0,",,0,31,+",8.1,",,0,13,",31.7,",0,17,",0,0,3256.1,0,71.9,",0",0,0,0,0,10.9,",,,0",0,",,,0",16.49,,,,",0",27.17,",,,0",5.8,",,,0",3270,",,,0"
USC00267192,1969-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",44.9,0,30.2,",0",12,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",5,",0",0,0,0,0,0.6,",0,28,+",0,",,0,30,+",0,",,0,30,+",5.3,",,0,20,",36.1,",0,04,",189.8,"3,,,0",3301.3,0,45.2,",0",18.43,"2,,,0",28.05,",,,0",23.2,",,,0",0,",,,0",17.84,,,,",0",26.69,",,,0",8.98,",,,0",2640,",,,0"
USC00267192,1969-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",180,0,135.1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",25,",0",0,0,0,0,3.3,",0,02,",0,",,0,31,+",0,",,0,31,+",0,",T,0,05,",38.9,",0,22,+",270.4,",,,0",0.6,0,0.6,",0",0,0,0,0,0,",T,,0",0,",,,0",22.67,,,,",0",34.61,",,,0",10.74,",,,0",1731,",,,0"
USC00267192,1969-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",285.1,0,105.1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",30,",0",0,0,0,0,1.7,",0,27,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",39.4,",0,10,",264.2,",,,0",1.7,0,1.1,",0",0,0,0,0,0,",,,0",0,",,,0",21.69,,,,",0",35.41,",,,0",7.97,",,,0",1699,",,,0"
USC00267192,1969-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",307.3,0,22.2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",3,",0",0,",0",30,",0",9,",0",0,0,0,0,-1.7,",0,22,",0,",,0,30,+",0,",,0,30,+",0,",T,0,07,",35.6,",0,01,",190.1,",,,0",51.1,0,49.4,",0",0,0,0,0,0,",T,,0",0,",,,0",17.43,,,,",0",30.05,",,,0",4.8,",,,0",1477,",,,0"
USC00267192,1969-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",307.3,0,0,",0",8,",0",5,",0",0,",0",0,",0",0,",0",0,",0",21,",0",0,",0",7,",0",0,",0",0,0,0,0,-9.4,",0,05,",0,",,0,31,+",0,",,0,31,+",11.7,",,0,18,",26.7,",0,01,",0,0,395.3,0,344.2,",0",0,0,0,0,37.8,",,,0",0,",,,0",7.23,,,,",0",16.36,",,,0",-1.9,",,,0",2234,",,,0"
USC00267192,1969-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",307.3,0,0,"1,0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,"1,0",2,"1,0",0,"1,0",0,0,0,0,-14.4,",0,28,",0,",,0,30,+",0,",,0,30,+",2.5,",,0,15,",21.7,"1,0,03,",0,0,835.2,0,439.9,"1,0",0,0,0,0,5.1,",,,0",0,",,,0",3.41,,,,"1,0",13.22,"1,,,0",-6.4,",,,0",,
USC00267192,1969-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",307.3,0,0,",0",9,",0",4,",0",1,",0",0,",0",1,",0",0,",0",29,",0",2,",0",0,",0",0,",0",0,0,0,0,-12.8,",0,05,+",0,",,0,31,+",51,",,0,24,",29.7,",,0,24,",15.6,",0,14,",0,0,1395.3,0,560.1,",0",0,0,0,0,49.5,",,,0",51,",,,0",0.27,,,,",0",7.35,",,,0",-6.82,",,,0",,
USC00267192,1970-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",10,",0",3,",0",0,",0",0,",0",0,",0",2,",0",21,",0",7,",0",0,",0",0,",0",0,0,0,0,-17.8,",0,06,+",0,",,0,31,+",0,",,0,31,+",9.7,",,0,14,",15.6,",0,23,",0,0,1927.3,0,532,",0",0,0,0,0,29.5,",,,0",0,",,,0",1.17,1.442,,,",0",6.41,",,,0",-4.06,",,,0",,
USC00267192,1970-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",1,",0",0,",0",0,0,0,0,-10,",0,19,",0,",,0,28,+",0,",,0,28,+",1.3,",,0,12,",21.7,",0,09,",0,0,2315,0,387.7,",0",0,0,0,0,2.1,",,,0",0,",,,0",4.49,2.271,,,",0",13.31,",,,0",-4.34,",,,0",,
USC00267192,1970-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",0,",0",0,",0",0,0,0,0,-11.1,",0,20,",0,",,0,31,+",0,",,0,31,+",5.1,",,0,08,",20.6,",0,23,",0,0,2752.8,0,437.8,",0",0,0,0,0,7.9,",,,0",0,",,,0",4.21,-0.505,,,",0",13.01,",,,0",-4.59,",,,0",,
USC00267192,1970-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",8,",0",2,",0",0,",0",0,0,0,0,0,",0",25,",0",0,",0",4,",0",0,",0",0,0,0,0,-12.2,",0,01,",0,0,0,0,4.1,",,0,27,",22.2,",0,06,",0,0,3148,0,395.2,",0",0,0,0,0,12.9,",,,0",0,0,5.16,-4.109,,,",0",14.24,",,,0",-3.92,",,,0",,
USC00267192,1970-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",1.6,0,1.6,",0",8,",0",2,",0",0,",0",0,",0",0,",0",0,",0",9,",0",0,",0",22,",0",2,",0",0,0,0,0,-6.1,",0,11,",0,",,0,31,+",0,",,0,31,+",3.3,",,0,13,",32.8,",0,16,",152,"5,,,0",3297.2,0,149.2,",0",0,0,0,0,11.5,",,,0",0,",,,0",13.57,-0.301,,,",0",24.54,",,,0",2.6,",,,0",2269,",,,0"
USC00267192,1970-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",72.8,0,71.2,",0",10,",0",6,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",23,",0",13,",0",0,0,0,0,0,",0,11,",0,",,0,30,+",0,",,0,30,+",17.8,",,0,29,",38.3,",0,22,",224.3,",,,0",3366.6,0,69.4,",0",0,0,0,0,52.7,",,,0",0,",,,0",18.39,-0.121,,,",0",28.68,",,,0",8.11,",,,0",2219,",,,0"
USC00267192,1970-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",216.9,0,144.1,",0",5,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",27,",0",0,0,0,0,5,",0,01,",0,",,0,31,+",0,",,0,31,+",12.7,",,0,20,",38.9,",0,19,+",250.9,",,,0",0.5,0,0.5,",0",0,0,0,0,25.1,",,,0",0,",,,0",22.96,0.000,,,",0",34.73,",,,0",11.2,",,,0",1788,",,,0"
USC00267192,1970-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",331,0,114.1,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",29,",0",0,0,0,0,3.9,",0,24,",0,",,0,31,+",0,",,0,31,+",7.6,",,0,30,",38.9,",0,12,",259.4,",,,0",0.5,0,0,",0",0,0,0,0,7.6,",,,0",0,",,,0",22.01,0.629,,,",0",35.05,",,,0",8.98,",,,0",1570,",,,0"
