"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024172","1949-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","72.5","0","62.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","1","","","","1","","2.8",",0,03,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,18,","36.7",",0,10,","","","32.0",",0","4.9",",,,0","0",",,,0","19.36",",0","29.24",",,,0","9.47",",,,0","","","","","","","","","",""
"USW00024172","1949-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","234.2","0","161.7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","3","","6.7",",0,06,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,03,","38.9",",0,15,+","0.0","0","0.0",",0","2.3",",,,0","0",",,,0","23.55",",0","34.77",",,,0","12.33",",,,0","","","","","","","","","",""
"USW00024172","1949-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","333.5","0","99.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","1","","4.4",",0,20,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,22,","38.9",",0,03,","0.5","0","0.5",",0","0.8",",,,0","0",",,,0","21.52",",0","32.62",",,,0","10.42",",,,0","","","","","","","","","",""
"USW00024172","1949-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","363.0","0","29.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","3","","1.1",",0,29,+","0",",,0,30,+","0",",,0,30,+","2.8",",,0,28,","36.7",",0,01,","40.8","0","40.3",",0","4.8",",,,0","0",",,,0","17.97",",0","29.63",",,,0","6.32",",,,0","","","","","","","","","",""
"USW00024172","1949-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","363.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11",",0","0",",0","","","","","","","-8.3",",0,21,+","0",",,0,31,+","0",",T,0,19,","0.3",",,0,07,","30.0",",0,04,","340.8","0","300.0",",0","0.3",",,,0","0",",T,,0","8.65",",0","18.83",",,,0","-1.52",",,,0","","","","","","","","","",""
"USW00024172","1949-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","363.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","7",",0","0",",0","","","","","","","-10.0",",0,21,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,10,","22.2",",0,01,","719.4","0","378.6",",0","2.3",",,,0","0",",,,0","5.71",",0","17.26",",,,0","-5.83",",,,0","","","","","","","","","",""
"USW00024172","1949-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","363.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","31",",0","4",",0","0",",0","0",",0","","","","","","","-20.6",",0,20,","0",",T,0,20,+","0",",T,0,19,+","0.3",",,0,19,","13.3",",0,02,+","1364.2","0","644.8",",0","0.3",",,,0","0",",T,,0","-2.47",",0","6.53",",,,0","-11.47",",,,0","","","","","","","","","",""
"USW00024172","1950-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","1",",0","8",",0","27",",0","5",",0","0",",0","0",",0","","","","","","","-22.2",",0,03,","0",",T,0,31,+","25",",,0,16,","1.0",",,0,23,","18.3",",0,17,","2009.6","0","645.4",",0","2.1",",,,0","25",",,,0","-2.49",",0","5.96",",,,0","-10.94",",,,0","","","","","","","","","",""
"USW00024172","1950-02","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","3",",0","28",",0","1",",0","2",",0","0",",0","1","","","","","","-20.6",",0,02,","0",",,0,28,+","0",",T,0,10,","2.5",",,0,04,","21.7",",0,25,","2468.7","0","459.1",",0","3.3",",,,0","0",",T,,0","1.94",",0","12.76",",,,0","-8.89",",,,0","","","","","","","","","",""
"USW00024172","1950-03","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","3",",0","0",",0","","","","","","","-16.7",",0,12,","0",",,0,31,+","15",",,0,11,","5.1",",,0,24,","24.4",",0,31,","2920.5","0","451.8",",0","7.9",",,,0","15",",,,0","3.76",",0","13.32",",,,0","-5.80",",,,0","","","","","","","","","",""
"USW00024172","1950-04","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","14",",0","0",",0","","","","","","","-7.8",",0,11,","0",",T,0,13,","0",",T,0,13,","0.8",",,0,08,","30.0",",0,20,","3183.3","0","262.8",",0","0.8",",,,0","0",",T,,0","9.57",",0","19.93",",,,0","-0.78",",,,0","","","","","","","","","",""
"USW00024172","1950-05","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","15.5","0","15.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","22",",0","2",",0","","","","","1","","-6.1",",0,09,","0",",,0,31,+","0",",T,0,06,+","1.0",",,0,06,","33.9",",0,30,","3339.7","0","156.4",",0","1.0",",,,0","0",",T,,0","13.79",",0","24.03",",,,0","3.55",",,,0","","","","","","","","","",""
"USW00024172","1950-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","66.1","0","50.6",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","27",",0","9",",0","","","","","4","","-2.2",",0,08,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,11,","41.1",",0,30,","3398.3","0","58.6",",0","9.9",",,,0","0",",,,0","18.07",",0","28.33",",,,0","7.80",",,,0","","","","","","","","","",""
"USW00024172","1950-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","250.2","0","184.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","5","","9.4",",0,30,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,10,","38.9",",0,03,+","0.0","0","0.0",",0","19.1",",,,0","0",",,,0","24.27",",0","34.90",",,,0","13.64",",,,0","","","","","","","","","",""
"USW00024172","1950-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","378.0","0","127.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","2","","5.0",",0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,03,","40.0",",0,18,","3.0","0","3.0",",0","0.0",",T,,0","0",",,,0","22.36",",0","34.28",",,,0","10.43",",,,0","","","","","","","","","",""
"USW00024172","1950-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","426.6","0","48.6","3,0","5",",0","1",",0","0",",0","0",",0","0",",0","0","3,0","1","3,0","0","3,0","23","3,0","6","3,0","","","","","3","","-6.7","3,0,30,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,19,","40.0","3,0,03,","71.0","0","68.0","3,0","9.5",",,,0","0",",,,0","17.61","3,0","26.89","3,,,0","8.33","3,,,0","","","","","","","","","",""
"USW00024172","1950-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","426.6","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","21",",0","0",",0","","","","","1","","-5.6",",0,02,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,26,","31.7",",0,12,","240.3","0","169.3",",0","7.4",",,,0","0",",,,0","12.87",",0","23.02",",,,0","2.73",",,,0","","","","","","","","","",""
"USW00024172","1950-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","426.6","0","0.0",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","17",",0","0",",0","5",",0","0",",0","7","","","","","","-10.0",",0,11,","0",",,0,30,+","0",",T,0,14,","26.9",",,0,18,","23.9",",0,03,","565.9","0","325.6",",0","36.6",",,,0","0",",T,,0","7.48",",0","15.16",",,,0","-0.20",",,,0","","","","","","","","","",""
"USW00024172","1950-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","426.6","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","1",",0","0",",0","24",",0","2",",0","0",",0","0",",0","20","","","","","","-6.7",",0,22,","0",",T,0,31,","46",",,0,02,","4.3",",,0,06,+","15.6",",0,12,","1029.0","0","463.1",",0","14.9",",,,0","46",",,,0","3.40",",0","8.64",",,,0","-1.85",",,,0","","","","","","","","","",""
"USW00024172","1951-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","4",",0","1",",0","0",",0","26",",0","2",",0","0",",0","0",",0","3","","","","","","-15.6",",0,31,","51",",,0,20,+","102",",,0,18,","5.3",",,0,18,","15.6",",0,24,","1553.8","0","524.8",",0","7.6",",,,0","102",",,,0","1.40",",0","7.81",",,,0","-5.00",",,,0","","","","","","","","","",""
"USW00024172","1951-02","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","1",",0","2",",0","0",",0","22",",0","0",",0","1",",0","0",",0","3","","","","","","-10.6",",0,01,","25",",,0,26,","76",",,0,26,","8.9",",,0,22,","21.7",",0,10,","1967.0","0","413.2",",0","15.9",",,,0","134",",,,0","3.58",",0","10.77",",,,0","-3.62",",,,0","","","","","","","","","",""
"USW00024172","1951-03","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","0",",0","0",",0","","","","","","","-11.1",",0,03,","0",",T,0,02,+","0",",T,0,30,+","0.0",",T,0,30,+","20.0",",0,24,+","2372.6","0","405.6",",0","0.0",",T,,0","0",",T,,0","5.25",",0","13.69",",,,0","-3.19",",,,0","","","","","","","","","",""
"USW00024172","1951-04","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","","","2","","-6.7",",0,01,","0",",,0,30,+","0",",T,0,26,","17.8",",,0,25,","28.9",",0,13,+","2545.2","0","172.6",",0","27.4",",,,0","0",",T,,0","12.58",",0","21.74",",,,0","3.42",",,,0","","","","","","","","","",""
"USW00024172","1951-05","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","21.8","0","21.8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","2",",0","","","","","1","","-1.1",",0,14,","0",",,0,31,+","0",",T,0,13,","3.6",",,0,06,","35.0",",0,26,","2665.3","0","120.1",",0","4.9",",,,0","0",",T,,0","15.16",",0","23.55",",,,0","6.77",",,,0","","","","","","","","","",""
"USW00024172","1951-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","120.1","0","98.3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","","","","","1","","2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","3.0",",,0,20,","36.1",",0,15,","2698.6","0","33.3",",0","3.0",",,,0","0",",,,0","20.50",",0","29.55",",,,0","11.44",",,,0","","","","","","","","","",""
"USW00024172","1951-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","300.7","0","180.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","1","","5.6",",0,06,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,20,","40.0",",0,18,","0.0","0","0.0",",0","0.8",",,,0","0",",,,0","24.16",",0","34.83",",,,0","13.48",",,,0","","","","","","","","","",""
"USW00024172","1951-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","425.0","0","124.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","2","","3.3",",0,30,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,23,","37.2",",0,16,","10.5","0","10.5",",0","1.5",",,,0","0",",,,0","22.00",",0","32.36",",,,0","11.64",",,,0","","","","","","","","","",""
"USW00024172","1951-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","470.1","0","45.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","13",",0","","","","","1","","0.0",",0,22,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,17,","36.7",",0,15,","36.4","0","25.9",",0","2.3",",,,0","0",",,,0","18.97",",0","30.83",",,,0","7.11",",,,0","","","","","","","","","",""
"USW00024172","1951-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","470.1","0","0.0",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11",",0","0",",0","","","","","","","-7.8",",0,22,","0",",,0,31,+","0",",T,0,25,","25.4",",,0,24,","29.4",",0,09,","316.3","0","279.9",",0","37.8",",,,0","0",",T,,0","9.30",",0","19.70",",,,0","-1.09",",,,0","","","","","","","","","",""
"USW00024172","1951-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","470.1","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","2",",0","0",",0","1","","","","","","-12.8",",0,25,","0",",,0,30,+","3",",,0,21,","4.8",",,0,19,","23.9",",0,08,+","738.4","0","422.1",",0","9.4",",,,0","3",",,,0","4.26",",0","13.08",",,,0","-4.56",",,,0","","","","","","","","","",""
"USW00024172","1951-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","470.1","0","0.0",",0","5",",0","3",",0","0",",0","1",",0","1",",0","0",",0","30",",0","2",",0","0",",0","0",",0","6","","","","","","-15.0",",0,10,","51",",,0,03,","71",",,0,03,","15.2",",,0,28,","14.4",",0,27,","1356.7","0","618.3",",0","25.6",",,,0","71",",,,0","-1.61",",0","5.02",",,,0","-8.25",",,,0","","","","","","","","","",""
"USW00024172","1952-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","0",",0","0",",0","3","","","","","","-16.1",",0,04,","0",",T,0,25,+","8",",,0,25,","11.4",",,0,25,","13.9",",0,31,","1943.3","0","586.6",",0","19.8",",,,0","8",",,,0","-0.59",",0","5.92",",,,0","-7.10",",,,0","","","","","","","","","",""
"USW00024172","1952-02","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","","","","","-10.6",",0,17,","0",",,0,29,+","0",",T,0,29,+","0.3",",,0,15,","20.0",",0,27,","2392.3","0","449.0",",0","0.3",",,,0","0",",T,,0","2.85",",0","10.82",",,,0","-5.12",",,,0","","","","","","","","","",""
"USW00024172","1952-03","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","0",",0","2",",0","0",",0","29",",0","0",",0","0",",0","0",",0","1","","","","","","-11.7",",0,13,","0",",T,0,14,+","51",",,0,14,","5.8",",,0,14,","20.6",",0,27,","2887.6","0","495.3",",0","15.2",",,,0","92",",,,0","2.35",",0","9.52",",,,0","-4.81",",,,0","","","","","","","","","",""
"USW00024172","1952-04","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","17",",0","0",",0","","","","","1","","-5.0",",0,01,","0",",,0,30,+","0",",T,0,25,","10.4",",,0,25,","26.7",",0,24,+","3091.5","0","203.9",",0","11.0",",,,0","0",",T,,0","11.54",",0","20.80",",,,0","2.28",",,,0","","","","","","","","","",""
"USW00024172","1952-05","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","9.1","0","9.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","2","","1.7",",0,05,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,07,","32.8",",0,27,","3202.9","0","111.4",",0","5.6",",,,0","0",",,,0","15.04",",0","24.62",",,,0","5.45",",,,0","","","","","","","","","",""
"USW00024172","1952-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","34.6","0","25.5",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","2",",0","","","","","4","","-1.7",",0,12,","0",",,0,30,+","0",",T,0,23,+","11.7",",,0,23,","35.0",",0,08,","3276.0","0","73.1",",0","18.3",",,,0","0",",T,,0","16.75",",0","25.89",",,,0","7.61",",,,0","","","","","","","","","",""
"USW00024172","1952-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","217.4","0","182.8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","7","","8.9",",0,01,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,25,","38.9",",0,09,","0.0","0","0.0",",0","7.1",",,,0","0",",,,0","24.23",",0","34.35",",,,0","14.11",",,,0","","","","","","","","","",""
"USW00024172","1952-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","326.0","0","108.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","2","","4.4",",0,27,+","0",",,0,31,+","0",",,0,31,+","1.5",",,0,03,","36.1",",0,12,","1.1","0","1.1",",0","1.8",",,,0","0",",,,0","21.80",",0","33.42",",,,0","10.18",",,,0","","","","","","","","","",""
"USW00024172","1952-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","386.8","0","60.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","15",",0","","","","","","","-0.6",",0,10,","0",",,0,30,+","0",",T,0,10,","20.1",",,0,10,","36.1",",0,18,","44.4","0","43.3",",0","20.9",",,,0","0",",T,,0","18.92",",0","30.00",",,,0","7.83",",,,0","","","","","","","","","",""
"USW00024172","1952-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","391.8","0","5.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","29",",0","3",",0","","","","","","","-2.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","33.9",",0,04,","170.0","0","125.6",",0","0.0",",,,0","0",",,,0","14.44",",0","27.31",",,,0","1.57",",,,0","","","","","","","","","",""
