STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00024128,1879-02,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",4,",0",0,",0",0,",0",,,0,",0",0,",0",16,",0",1,",0",0,",0",0,",0",,,,,,,-13.9,",0,05,",,,5,",,0,17,",2.3,",,0,14,",20.6,",0,27,",2649.6,0,382.2,",0",5.3,",,,0",,,8,",,,0",4.68,",0",10.93,",,,0",-1.56,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-03,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",7,",0",2,",0",0,",0",,,1,",0",0,",0",17,",0",0,",0",4,",0",0,",0",,,,,,,-8.9,",0,01,",,,28,",,0,20,",8.1,",,0,05,",27.8,",0,29,",2978.1,0,328.5,",0",14.4,",,,0",,,39,",,,0",7.74,",0",15,",,,0",0.47,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-04,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",8,",0",4,",0",0,",0",,,1,",0",0,",0",7,",0",0,",0",8,",0",0,",0",,,,,,,-3.3,",0,09,",,,89,",,0,07,",12.4,",,0,04,",25,",0,24,",3230.3,0,252.2,",0",38.6,",,,0",,,104,",,,0",9.93,",0",17.03,",,,0",2.82,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-05,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",4,",0",1,",0",0,",0",,,0,",0",0,",0",8,",0",0,",0",8,",0",0,",0",,,,,,,-6.7,",0,03,",,,0,",,0,31,+",4.3,",,0,18,",25,",0,13,",3473.2,0,242.9,",0",8.2,",,,0",,,0,",,,0",10.5,",0",18.29,",,,0",2.7,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-06,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,35.3,0,35.3,",0",7,",0",3,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",22,",0",3,",0",,,,,,,1.1,",0,16,+",,,13,",,0,16,",11.9,",,0,11,",34.4,",0,28,",3553.2,0,80,",0",32.3,",,,0",,,13,",,,0",16.84,",0",24.83,",,,0",8.85,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-07,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,141.5,0,106.2,",0",1,",0",0,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",31,",0",15,",0",,,,,,,3.9,",0,06,",,,0,",,0,31,+",0.3,",,0,12,",36.1,",0,29,",8.5,0,8.5,",0",0.3,",,,0",,,0,",,,0",21.49,",0",31.08,",,,0",11.89,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-08,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,267.2,0,125.7,",0",2,",0",0,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",30,",0",19,",0",,,,,,,0.6,",0,29,",,,0,",,0,31,+",0.8,",,0,22,",37.8,",0,09,",28.1,0,19.6,",0",1.1,",,,0",,,0,",,,0",21.75,",0",31.91,",,,0",11.6,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-09,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,301.4,0,34.2,",0",1,",0",0,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",28,",0",6,",0",,,,,,,0.6,",0,30,",,,0,",,0,30,+",0.3,",,0,30,",33.9,",0,08,+",78.2,0,50.1,",0",0.3,",,,0",,,0,",,,0",17.8,",0",28.75,",,,0",6.86,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-10,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,301.4,0,0,",0",4,",0",2,",0",0,",0",,,1,",0",0,",0",19,",0",0,",0",7,",0",0,",0",,,,,,,-5,",0,11,",,,86,",,0,12,",8.9,",,0,13,",28.9,",0,04,",361.6,0,283.4,",0",14.3,",,,0",,,86,",,,0",9.19,",0",18.09,",,,0",0.29,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-11,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,301.4,0,0,",0",9,",0",4,",0",0,",0",,,4,",0",0,",0",24,",0",0,",0",0,",0",0,",0",,,,,,,-15,",0,27,",,,48,",,0,12,",6.4,",,0,29,",19.4,",0,05,",855.4,0,493.8,",0",25.7,",,,0",,,154,",,,0",1.87,",0",9.11,",,,0",-5.37,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1879-12,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,301.4,0,0,",0",14,",0",5,",0",0,",0",,,3,",0",3,",0",22,",0",8,",0",0,",0",0,",0",,,,,,,-28.9,",0,24,",,,180,",,0,08,",18,",,0,08,",12.8,",0,19,",1445.3,0,589.9,",0",50.1,",,,0",,,389,",,,0",-0.7,",0",4.27,",,,0",-5.66,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-01,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",5,",0",1,",0",0,",0",,,1,",0",1,",0",26,",0",7,",0",0,",0",0,",0",,,,,,,-17.8,",0,30,",,,28,",,0,08,",3.6,",,0,08,",12.2,",0,24,+",2002.6,0,557.3,",0",7.4,",,,0",,,69,",,,0",0.35,",0",6.17,",,,0",-5.46,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-02,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",8,",0",5,",0",0,",0",,,6,",0",0,",0",29,",0",2,",0",0,",0",0,",0",,,,,,,-15,",0,17,+",,,94,",,0,19,",9.4,",,0,19,",10,",0,15,",2572.6,0,570,",0",34.1,",,,0",,,341,",,,0",-1.32,",0",5.04,",,,0",-7.68,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-03,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",6,",0",1,",0",0,",0",,,0,",0",0,",0",30,",0",4,",0",0,",0",0,",0",,,,,,,-16.7,",0,13,",,,18,",,0,28,",2.8,",,0,31,",18.3,",0,24,",3126.4,0,553.8,",0",9.4,",,,0",,,79,",,,0",0.47,",0",7.26,",,,0",-6.33,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-04,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",11,",0",4,",0",0,",0",,,2,",0",0,",0",16,",0",0,",0",5,",0",0,",0",,,,,,,-5.6,",0,14,",,,56,",,0,14,",15,",,0,01,",23.3,",0,30,+",3482.9,0,356.5,",0",34.3,",,,0",,,138,",,,0",6.45,",0",13.16,",,,0",-0.26,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-05,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",5,",0",0,",0",0,",0",,,0,",0",0,",0",7,",0",0,",0",12,",0",0,",0",,,,,,,-5,",0,06,",,,20,",,0,13,",2,",,0,13,",27.8,",0,20,",3726.2,0,243.3,",0",7.4,",,,0",,,33,",,,0",10.49,",0",18.38,",,,0",2.59,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-06,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,33.6,0,33.6,",0",0,",0",0,",0",0,",0",,,0,",0",0,",0",3,",0",0,",0",24,",0",5,",0",,,,,,,-1.7,",0,20,",,,0,",,0,30,+",0,",,0,30,+",34.4,",0,28,",3818.2,0,92,",0",0,",,,0",,,0,",,,0",16.39,",0",26.2,",,,0",6.57,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-07,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,164.6,0,131,",0",0,",0",0,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",30,",0",17,",0",,,,,,,5,",0,28,",,,0,",,0,31,+",0,",T,0,17,",35.6,",0,25,+",12.7,0,12.7,",0",0,",T,,0",,,0,",,,0",22.15,",0",31.55,",,,0",12.75,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-08,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,230.7,0,66.1,",0",1,",0",0,",0",0,",0",,,0,",0",0,",0",1,",0",0,",0",28,",0",12,",0",,,,,,,0,",0,30,",,,0,",,0,31,+",0.5,",,0,29,",35,",0,09,+",47.2,0,34.5,",0",0.5,",,,0",,,0,",,,0",19.35,",0",29.9,",,,0",8.81,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-09,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,248.7,0,18,",0",0,",0",0,",0",0,",0",,,0,",0",0,",0",6,",0",0,",0",25,",0",3,",0",,,,,,,-5.6,",0,27,",,,0,",,0,30,+",0,",,0,30,+",34.4,",0,06,",155.2,0,108,",0",0,",,,0",,,0,",,,0",15.34,",0",26.06,",,,0",4.61,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-10,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,248.7,0,0,",0",0,",0",0,",0",0,",0",,,0,",0",0,",0",18,",0",0,",0",15,",0",0,",0",,,,,,,-10.6,",0,16,",,,0,",,0,31,+",0,",,0,31,+",27.2,",0,04,",459.4,0,304.2,",0",0,",,,0",,,0,",,,0",8.52,",0",18.9,",,,0",-1.86,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-11,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,248.7,0,0,",0",3,",0",0,",0",0,",0",,,0,",0",5,",0",28,",0",3,",0",0,",0",0,",0",,,,,,,-22.8,",0,18,",,,0,",T,0,23,",1.3,",,0,23,",17.2,",0,07,",1071.4,0,612,",0",2.6,",,,0",,,0,",T,,0",-2.07,",0",7.07,",,,0",-11.2,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1880-12,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,,,,,17,",0",9,",0",0,",0",,,4,",0",,,,,,,,,,,,,,,,,,,,,206,",,0,03,",20.6,",,0,03,",,,,,,,70.9,",,,0",,,458,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-01,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",8,",0",7,",0",1,",0",,,4,",0",0,",0",21,",0",1,",0",0,",0",0,",0",,,,,,,-11.7,",0,08,",,,38,",,0,16,",27.9,",,0,30,",12.2,",0,30,",,,515.2,",0",78.1,",,,0",,,126,",,,0",1.71,",0",6,",,,0",-2.57,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-02,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",11,",0",4,",0",0,",0",,,1,",0",0,",0",18,",0",0,",0",0,",0",0,",0",,,,,,,-4.4,",0,24,+",,,25,",,0,08,",15,",,0,07,",19.4,",0,28,",,,379.8,",0",41.9,",,,0",,,33,",,,0",4.77,",0",9.68,",,,0",-0.14,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-03,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",5,",0",3,",0",0,",0",,,3,",0",0,",0",25,",0",0,",0",4,",0",0,",0",,,,,,,-10,",0,06,",,,114,",,0,16,",11.4,",,0,16,",25.6,",0,30,",,,412.6,",0",22,",,,0",,,220,",,,0",5.02,",0",12.66,",,,0",-2.62,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-04,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0,0,0,",0",4,",0",4,",0",0,",0",,,0,",0",0,",0",6,",0",0,",0",16,",0",0,",0",,,,,,,-6.7,",0,12,",,,0,",,0,30,+",7.4,",,0,17,",26.1,",0,29,+",,,210.8,",0",23.8,",,,0",,,0,",,,0",11.31,",0",20.12,",,,0",2.5,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-05,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,0.6,0,0.6,",0",4,",0",3,",0",0,",0",,,0,",0",0,",0",4,",0",0,",0",20,",0",0,",0",,,,,,,-2.2,",0,17,+",,,0,",,0,31,+",11.4,",,0,22,",30,",0,20,",,,143.1,",0",25.8,",,,0",,,0,",,,0",13.74,",0",22.47,",,,0",5,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-06,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,44,0,43.4,",0",1,",0",1,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",26,",0",6,",0",,,,,,,1.1,",0,08,",,,0,",,0,30,+",15.7,",,0,05,",35,",0,28,+",,,50.8,",0",15.7,",,,0",,,0,",,,0",18.09,",0",27.04,",,,0",9.13,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-07,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,132.6,0,88.6,",0",0,",0",0,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",31,",0",16,",0",,,,,,,4.4,",0,11,",,,0,",,0,31,+",0,",T,0,10,",36.1,",0,23,+",14.7,0,14.7,",0",0,",T,,0",,,0,",,,0",20.72,",0",30.34,",,,0",11.1,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-08,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,194.1,0,61.5,",0",2,",0",0,",0",0,",0",,,0,",0",0,",0",0,",0",0,",0",30,",0",11,",0",,,,,,,1.1,",0,28,",,,0,",,0,31,+",1.3,",,0,06,",37.8,",0,06,",51.1,0,36.4,",0",1.8,",,,0",,,0,",,,0",19.14,",0",29.81,",,,0",8.48,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-09,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,202.5,0,8.4,",0",2,",0",0,",0",0,",0",,,0,",0",0,",0",7,",0",0,",0",18,",0",2,",0",,,,,,,-5.6,",0,30,",,,0,",,0,30,+",2,",,0,23,",32.2,",0,16,+",206.3,0,155.2,",0",3,",,,0",,,0,",,,0",13.44,",0",23.14,",,,0",3.74,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-10,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,202.5,0,0,",0",8,",0",4,",0",0,",0",,,0,",0",0,",0",18,",0",0,",0",4,",0",0,",0",,,,,,,-11.7,",0,15,",,,8,",,0,31,",17.3,",,0,20,",23.9,",0,10,+",586.5,0,380.2,",0",35,",,,0",,,8,",,,0",6.07,",0",14.23,",,,0",-2.09,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024128,1881-11,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",,,202.5,0,0,",0",4,",0",2,",0",0,",0",,,1,",0",0,",0",27,",0",1,",0",0,",0",0,",0",,,,,,,-15,",0,18,",,,30,",,0,16,",3,",,0,16,",16.1,",0,14,+",1132,0,545.5,",0",8.1,",,,0",,,53,",,,0",0.15,",0",7.15,",,,0",-6.85,",,,0",,,,,,,,,,,,,,,,,,,,,,
